,video_no,sentence_no,split_video_no,text,start_time,end_time,offensive,offensiveness level,sentiment,video_path,audio_path
808,video_146.mp4,1,video_146_1.mp4,Aaj kl ke yahi hai janab apna rona rona lagta hai or dushro ka rona randi rona lagta hai wah re madherchod jamana waah,0.118,8.257,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_146_1.mp4,./final_data/audio_conv/video_146_1.npy
809,video_146.mp4,2,video_146_2.mp4,Madherchod ke bacche chup bahenchod duniya ke baare me kuch malum hai tere ko kuch bhi bolti hai abe thik se paida ho phle duniya ke baare me galat bolne se phle khud ke baare me soch tu kitni galat,8.398,21.369,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_146_2.mp4,./final_data/audio_conv/video_146_2.npy
810,video_147.mp4,1,video_147_1.mp4,Cigrate pine ka ek toh fayada hai bahenchod pressure galat chij ho gya pressure time pr bnn jata hai ha ha,0.203,10.158,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_147_1.mp4,./final_data/audio_conv/video_147_1.npy
811,video_147.mp4,2,video_147_2.mp4,Mtlab tu cigrate piti hai toh daru bhi piti hogi bahenchod tere ko full experiance hai ladki log ka,11.24,18.358,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_147_2.mp4,./final_data/audio_conv/video_147_2.npy
812,video_148.mp4,1,video_148_1.mp4,"Mai aapko apne strength weakness ke naam pe bataunga you know, jaise ",0.05,2.404,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_148_1.mp4,./final_data/audio_conv/video_148_1.npy
813,video_148.mp4,2,video_148_2.mp4,English !!,2.561,3.156,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_148_2.mp4,./final_data/audio_conv/video_148_2.npy
814,video_148.mp4,3,video_148_3.mp4,I am a perfectionist main workaholic hoon mai innocent hu,3.319,6.841,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_148_3.mp4,./final_data/audio_conv/video_148_3.npy
815,video_148.mp4,4,video_148_4.mp4,English !!,6.844,7.154,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_148_4.mp4,./final_data/audio_conv/video_148_4.npy
816,video_148.mp4,5,video_148_5.mp4,Abey chup bahen ke laude,7.1,8.652,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_148_5.mp4,./final_data/audio_conv/video_148_5.npy
817,video_148.mp4,6,video_148_6.mp4,kya english english english laga rakha hai bey ,9.375,12.155,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_148_6.mp4,./final_data/audio_conv/video_148_6.npy
818,video_148.mp4,7,video_148_7.mp4, chaar saal ka tha main jb mere papa jabalpur mein kissi halwaai ke yahaan kaam karte the ,13.024,18.27,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_148_7.mp4,./final_data/audio_conv/video_148_7.npy
819,video_149.mp4,1,video_149_1.mp4,"Maa, baap, teacher log Galli ka watchman bhi humse puchta tha ""Aur bhaiya"" Kaisi chal rahi hai aapki taiyaari",0.273,4.405,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_149_1.mp4,./final_data/audio_conv/video_149_1.npy
820,video_149.mp4,2,video_149_2.mp4,"Bhak bhenchod,tumko kya karna hai?",4.681,5.653,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_149_2.mp4,./final_data/audio_conv/video_149_2.npy
821,video_149.mp4,3,video_149_3.mp4,"isliye humare school ke bacche, hum sab pahuch gaye",6.277,8.154,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_149_3.mp4,./final_data/audio_conv/video_149_3.npy
822,video_149.mp4,4,video_149_4.mp4,"bakron ki tarah....""meehh IIT"".....""meehh NIT""",8.678,12.65,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_149_4.mp4,./final_data/audio_conv/video_149_4.npy
823,video_149.mp4,5,video_149_5.mp4,Arey jiss bacche ne apne baap ko jalebi talte dekha hai woh toh yahi sochega na ki zindagi mein paisa hi sab kuch hai ,12.777,17.906,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_149_5.mp4,./final_data/audio_conv/video_149_5.npy
824,video_149.mp4,6,video_149_6.mp4,"I did not choose this engineering life, sir and neither did this engineering life choose me ",18.361,22.278,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_149_6.mp4,./final_data/audio_conv/video_149_6.npy
825,video_150.mp4,1,video_150_1.mp4,While my hands were tied to my back by my friends and my parents watched in silence ,0.083,4.406,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_150_1.mp4,./final_data/audio_conv/video_150_1.npy
826,video_150.mp4,2,video_150_2.mp4,Aur english sunega tu madherchod toh sun! ,5.128,6.652,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_150_2.mp4,./final_data/audio_conv/video_150_2.npy
827,video_150.mp4,3,video_150_3.mp4,10th ke baad do saal lag gaye iss college me ghusne ke liye ,7.26,9.891,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_150_3.mp4,./final_data/audio_conv/video_150_3.npy
828,video_150.mp4,4,video_150_4.mp4, coaching me nikal diye na kuch khele na kuch seekhe ,9.896,11.904,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_150_4.mp4,./final_data/audio_conv/video_150_4.npy
829,video_150.mp4,5,video_150_5.mp4,Aur do saal baad jab yahaan pahunche toh pata chala ki,12.329,14.654,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_150_5.mp4,./final_data/audio_conv/video_150_5.npy
830,video_150.mp4,6,video_150_6.mp4,bade shehron ke convent school ke padhe bachche jab angrezi mein baat karte hain,15.011,18.656,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_150_6.mp4,./final_data/audio_conv/video_150_6.npy
831,video_150.mp4,7,video_150_7.mp4,toh marre hue phool bhi khil uthte hain,19.193,21.004,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_150_7.mp4,./final_data/audio_conv/video_150_7.npy
832,video_151.mp4,1,video_151_1.mp4,Bahaut laga yeh chutiya indus valley civilization ka jo education system bitha ke rakhe ho ,0.062,4.154,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_151_1.mp4,./final_data/audio_conv/video_151_1.npy
833,video_151.mp4,2,video_151_2.mp4,"Jisme har saal mein dus subject har subject mein theory practical, viva, lab, work, external, internal, majors, minors, assignments, projects, thesis,",4.544,11.653,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_151_2.mp4,./final_data/audio_conv/video_151_2.npy
834,video_151.mp4,3,video_151_3.mp4,Gaand maarke rakhi hai humaari! mahino tak nahaana bhool jaate hain hum log aur phir humaara perception bana dete ho ki hum aise hi rehna chahte hain ,12.052,17.905,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_151_3.mp4,./final_data/audio_conv/video_151_3.npy
835,video_151.mp4,4,video_151_4.mp4,Abey saal mein ek baar cultural festival aata hai ek baar! uske liye bhi professor se bhik,18.016,23.004,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_151_4.mp4,./final_data/audio_conv/video_151_4.npy
836,video_152.mp4,1,video_152_1.mp4,kon sa kohinur hai jo inko tourism department ka chairman bna diya gya hai paracitamol ke baare me inko batana chahiye ,0.06,7.157,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_152_1.mp4,./final_data/audio_conv/video_152_1.npy
837,video_152.mp4,2,video_152_2.mp4,iss parkar se nhi na iss parkar se nhi na ,3.648,7.651,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_152_2.mp4,./final_data/audio_conv/video_152_2.npy
838,video_152.mp4,3,video_152_3.mp4,Kanhiya kumar ji please ,7.366,7.912,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_152_3.mp4,./final_data/audio_conv/video_152_3.npy
839,video_152.mp4,4,video_152_4.mp4,Corona ka third wave ane wala hai ,8.201,10.902,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_152_4.mp4,./final_data/audio_conv/video_152_4.npy
840,video_152.mp4,5,video_152_5.mp4,Thik hai Ek baar unki baat ho jaye phir aap boliyega ,9.533,11.904,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_152_5.mp4,./final_data/audio_conv/video_152_5.npy
841,video_152.mp4,6,video_152_6.mp4,Ye docter hai mbbs hai ,11.977,13.402,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]",./final_data/videos/video_152_6.mp4,./final_data/audio_conv/video_152_6.npy
842,video_152.mp4,7,video_152_7.mp4, Thik hai hum ek bde munch pr baithe hai ,13.32,15.651,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_152_7.mp4,./final_data/audio_conv/video_152_7.npy
843,video_152.mp4,8,video_152_8.mp4,issase phle ongc ka director bnaya gya tha yesi kya kabiliyat hai apki sahab,13.905,17.766,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_152_8.mp4,./final_data/audio_conv/video_152_8.npy
844,video_152.mp4,9,video_152_9.mp4,Kanhiya ji please,16.808,17.874,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_152_9.mp4,./final_data/audio_conv/video_152_9.npy
845,video_153.mp4,1,video_153_1.mp4,Iss liye baharat tere tukre honge insaah alla insaah alla hum kahenge agar kahenge toh jail jayenge or chakki bhi pisenge chakki bhi pisenge,0.052,8.485,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_153_1.mp4,./final_data/audio_conv/video_153_1.npy
846,video_154.mp4,1,video_154_1.mp4,Surgil imam kahega hum assam ko alag kr denge hindustan se  ,0.055,3.903,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_154_1.mp4,./final_data/audio_conv/video_154_1.npy
847,video_154.mp4,2,video_154_2.mp4,Ab mai bitch me bolunga ,4.028,5.403,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_154_2.mp4,./final_data/audio_conv/video_154_2.npy
848,video_154.mp4,3,video_154_3.mp4,paach lakh muslman paach lakh muslman ayega or assam ko or northeast ko hindustan se kaat lega ,5.494,9.405,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_154_3.mp4,./final_data/audio_conv/video_154_3.npy
849,video_154.mp4,4,video_154_4.mp4,Thik hai baaki do logo ko rastwad pr bol lene dete hai uske baad ayenge ,9.113,12.905,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_154_4.mp4,./final_data/audio_conv/video_154_4.npy
850,video_154.mp4,5,video_154_5.mp4,Kisme daam hai hindustan ko katega ,12.347,14.266,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_154_5.mp4,./final_data/audio_conv/video_154_5.npy
851,video_155.mp4,1,video_155_1.mp4,Ye jo wasseypur jo hai larkrbhago ka junglle hai ,3.044,6.775,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_155_1.mp4,./final_data/audio_conv/video_155_1.npy
852,video_155.mp4,2,video_155_2.mp4,Yaha se dimag sochne wala aadmi jhat bhi nhi ukhar sakta ,7.326,10.455,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_155_2.mp4,./final_data/audio_conv/video_155_2.npy
853,video_155.mp4,3,video_155_3.mp4,Agar definite ka banduk na aatki hoti ,12.152,14.422,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_155_3.mp4,./final_data/audio_conv/video_155_3.npy
854,video_156.mp4,1,video_156_1.mp4,Are madherchod,2.586,4.152,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_156_1.mp4,./final_data/audio_conv/video_156_1.npy
855,video_156.mp4,2,video_156_2.mp4,Bhak bahenchod saale deserval ke dum pr jo tum ucchal rha hai na bahar niklte hai eke saytalish se thok denge tughe ,3.958,11.653,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_156_2.mp4,./final_data/audio_conv/video_156_2.npy
856,video_156.mp4,3,video_156_3.mp4,Are bnd kro re sab ye,11.878,12.922,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_156_3.mp4,./final_data/audio_conv/video_156_3.npy
857,video_157.mp4,1,video_157_1.mp4,do kilo seeb kharid liye ,2.39,3.402,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_157_1.mp4,./final_data/audio_conv/video_157_1.npy
858,video_157.mp4,2,video_157_2.mp4,Are kasmiri seeb hai bhut sara atankbadi ko paal pos ke bda kiya hai khaoge ,3.631,7.902,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_157_2.mp4,./final_data/audio_conv/video_157_2.npy
859,video_157.mp4,3,video_157_3.mp4,Khilao baitho baitho ye madherchod ,8.61,11.755,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_157_3.mp4,./final_data/audio_conv/video_157_3.npy
860,video_158.mp4,1,video_158_1.mp4,Janat chor jhanum ka darwaja bhi khat khataye hoga na inki rooh ne waha beta saitan ne inke gaand pe laat maar kr bhaga diya hoga ,2.446,13.717,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_158_1.mp4,./final_data/audio_conv/video_158_1.npy
861,video_159.mp4,1,video_159_1.mp4,Madherchod unn masum baccho se aurato se kon sa khatra tha tere muslim ko ,1.322,8.655,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_159_1.mp4,./final_data/audio_conv/video_159_1.npy
862,video_159.mp4,2,video_159_2.mp4,Islam ki niw hi insaniat pe hai iska tughe illm hi nhi hai ,10.798,14.711,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_159_2.mp4,./final_data/audio_conv/video_159_2.npy
863,video_160.mp4,1,video_160_1.mp4,Tughe illm hi nhi kyuki tu jahil hai ,3.544,6.905,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_160_1.mp4,./final_data/audio_conv/video_160_1.npy
864,video_160.mp4,2,video_160_2.mp4,Yese hi jihad ke baad tu samghata hai tumhari ruhe pakija aur muran rhe,7.759,13.315,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_160_2.mp4,./final_data/audio_conv/video_160_2.npy
865,video_161.mp4,1,video_161_1.mp4,Ye khusboo ko madherchod naak kyu bnd krta hai shung shung shung,4.309,12.281,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_161_1.mp4,./final_data/audio_conv/video_161_1.npy
866,video_162.mp4,1,video_162_1.mp4,Tumhari aukat nhi hai ki tum aaka ki baat ko smagh sko ,1.876,7.654,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_162_1.mp4,./final_data/audio_conv/video_162_1.npy
867,video_163.mp4,1,video_163_1.mp4,Tumhare logo ko jinda katal krne me jo maja mila kasam se madherchod ,5.595,16.411,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_163_1.mp4,./final_data/audio_conv/video_163_1.npy
868,video_163.mp4,2,video_163_2.mp4,Dekh kr ruh khush ho gyi ,22.293,24.194,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_163_2.mp4,./final_data/audio_conv/video_163_2.npy
869,video_164.mp4,1,video_164_1.mp4,Jb chutiya ki fojj ikktha kre wo toh chutiya toh hogo na ,0.046,4.906,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_164_1.mp4,./final_data/audio_conv/video_164_1.npy
870,video_164.mp4,2,video_164_2.mp4,Dono chutiya yaha hote toh batata kon sa bda chutiya hai aur bahenchod tisra chutiye yu khara mere samne ,5.406,10.654,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_164_2.mp4,./final_data/audio_conv/video_164_2.npy
871,video_164.mp4,3,video_164_3.mp4,Aur chautha chutiya tu,10.95,12.067,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_164_3.mp4,./final_data/audio_conv/video_164_3.npy
872,video_165.mp4,1,video_165_1.mp4,Saala aslam rana ke log bhi mare gye bahenchod kab tk hath paint me rkh ke hilata rhu ,1.056,5.902,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_165_1.mp4,./final_data/audio_conv/video_165_1.npy
873,video_165.mp4,2,video_165_2.mp4,phone tune kiya tha na dono ko ,6.081,8.021,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_165_2.mp4,./final_data/audio_conv/video_165_2.npy
874,video_166.mp4,1,video_166_1.mp4,Tughe account ke liye rkha hai na ye bistar garam krte krte dimag garam na kr bhai ke liye jaan de dungo gaadari na gath band lijo,0.047,10.265,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_166_1.mp4,./final_data/audio_conv/video_166_1.npy
875,video_167.mp4,1,video_167_1.mp4,Bhai ,0.429,0.904,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_167_1.mp4,./final_data/audio_conv/video_167_1.npy
876,video_167.mp4,2,video_167_2.mp4,Waise baat toh sahi kah rhi thi nasdeen,2.625,5.401,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_167_2.mp4,./final_data/audio_conv/video_167_2.npy
877,video_167.mp4,3,video_167_3.mp4,Sahi toh thari maa bhi hai usi ko naa bna le accoutent chutiya sala  ,6.979,11.509,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_167_3.mp4,./final_data/audio_conv/video_167_3.npy
878,video_168.mp4,1,video_168_1.mp4,Abe bahenchod kon hai gaadar haram ka jana jisne batayi ,0.23,3.126,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_168_1.mp4,./final_data/audio_conv/video_168_1.npy
879,video_169.mp4,1,video_169_1.mp4,Jitna marna hai aaj maar le kl toh mai nikal jauma rok ke dikha lijo betichod ,1.382,9.957,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_169_1.mp4,./final_data/audio_conv/video_169_1.npy
880,video_170.mp4,1,video_170_1.mp4,Pahle yo toh pta chle aye ki khabri kaun hai nashneen aye usi ne sikar ko bharti kiya,0.328,14.405,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_170_1.mp4,./final_data/audio_conv/video_170_1.npy
881,video_170.mp4,2,video_170_2.mp4,Ab uski gaand me ayso barrud bharungo ayso barrud bharungo ,19.067,23.403,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_170_2.mp4,./final_data/audio_conv/video_170_2.npy
882,video_171.mp4,1,video_171_1.mp4,Tere abba ne bheja hai ,1.214,2.4,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_171_1.mp4,./final_data/audio_conv/video_171_1.npy
883,video_171.mp4,2,video_171_2.mp4,Madherchod ,2.709,4.154,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_171_2.mp4,./final_data/audio_conv/video_171_2.npy
884,video_171.mp4,3,video_171_3.mp4,Sale haramkhor toh tu tha wo chuha jisne hmare ghar ke dibaro me ched kr diya ,5.338,10.763,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_171_3.mp4,./final_data/audio_conv/video_171_3.npy
885,video_172.mp4,1,video_172_1.mp4,Are madherchodo ,1.864,3.65,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_172_1.mp4,./final_data/audio_conv/video_172_1.npy
886,video_173.mp4,1,video_173_1.mp4,Dilip singh yadav,0.039,0.904,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_173_1.mp4,./final_data/audio_conv/video_173_1.npy
887,video_173.mp4,2,video_173_2.mp4,Aakhe niche kr bahenchod ,1.761,3.404,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_173_2.mp4,./final_data/audio_conv/video_173_2.npy
888,video_173.mp4,3,video_173_3.mp4,Abe ghur toh ayse rha hai jaise abhi kha jayega,7.008,9.155,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_173_3.mp4,./final_data/audio_conv/video_173_3.npy
889,video_174.mp4,1,video_174_1.mp4,Sahebo madad nhi kr skte toh kamse kam beizzati toh mtt kijiye ,0.181,5.902,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_174_1.mp4,./final_data/audio_conv/video_174_1.npy
890,video_174.mp4,2,video_174_2.mp4,Nikal tumhari maa ki madherchod ,6.05,8.406,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_174_2.mp4,./final_data/audio_conv/video_174_2.npy
891,video_174.mp4,3,video_174_3.mp4,kya kr rha hai na beta na jo hmara kaam nhi hai ,8.537,12.653,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_174_3.mp4,./final_data/audio_conv/video_174_3.npy
892,video_174.mp4,4,video_174_4.mp4,Niklo bahenchodo nikalo inn dono ko bahar,13.32,16.711,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_174_4.mp4,./final_data/audio_conv/video_174_4.npy
893,video_175.mp4,1,video_175_1.mp4,Rockeya kidhar hai ,0.028,0.654,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_175_1.mp4,./final_data/audio_conv/video_175_1.npy
894,video_175.mp4,2,video_175_2.mp4,Phone lagaye the bnd hai ,0.926,2.656,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_175_2.mp4,./final_data/audio_conv/video_175_2.npy
895,video_175.mp4,3,video_175_3.mp4,Bacch gya madherchod ,3.227,4.403,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_175_3.mp4,./final_data/audio_conv/video_175_3.npy
896,video_175.mp4,4,video_175_4.mp4,Ghanta bacch gya bta rhe hai beta bachega toh nhi ,4.457,7.327,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_175_4.mp4,./final_data/audio_conv/video_175_4.npy
897,video_176.mp4,1,video_176_1.mp4,Tumko kiska drr hai,0.04,0.901,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_176_1.mp4,./final_data/audio_conv/video_176_1.npy
898,video_176.mp4,2,video_176_2.mp4,Are wo bhaiya din me phone lgate hai raat waat ko phone nhi krte ham,0.951,3.402,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_176_2.mp4,./final_data/audio_conv/video_176_2.npy
899,video_176.mp4,3,video_176_3.mp4,Abe lagaoo nhi toh biddi hai na tumhari gaand me bhujayenge ,3.652,6.904,"[0.0, 1.0]","[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_176_3.mp4,./final_data/audio_conv/video_176_3.npy
900,video_176.mp4,4,video_176_4.mp4,Ye ,6.956,7.465,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_176_4.mp4,./final_data/audio_conv/video_176_4.npy
901,video_176.mp4,5,video_176_5.mp4,Jayada garmi mtt dikha chl phone lga ,8.375,10.269,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_176_5.mp4,./final_data/audio_conv/video_176_5.npy
902,video_177.mp4,1,video_177_1.mp4,Kya ho rha hai ,0.159,0.903,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_177_1.mp4,./final_data/audio_conv/video_177_1.npy
903,video_177.mp4,2,video_177_2.mp4,Kya ho rha hai aye phone kha se aya re madherchod aye ,4.387,7.905,"[0.0, 1.0]","[0.0, 0.0, 1.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_177_2.mp4,./final_data/audio_conv/video_177_2.npy
904,video_177.mp4,3,video_177_3.mp4,Kya kya ho rha hai re,8.174,9.956,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]",./final_data/videos/video_177_3.mp4,./final_data/audio_conv/video_177_3.npy
905,video_178.mp4,1,video_178_1.mp4,Mughe ek hi chij chahiye mera hath or uska gaal,0.728,5.154,"[1.0, 0.0]","[1.0, 0.0, 0.0]","[0.0, 0.0, 1.0]",./final_data/videos/video_178_1.mp4,./final_data/audio_conv/video_178_1.npy
